日付,終値,前日比
2021/11/01,2378.5,143
2021/10/29,2235.5,-8.5
2021/10/28,2244,-21
2021/10/27,2265,11.5
2021/10/26,2253.5,21.5
2021/10/25,2232,-19
2021/10/22,2251,-20.5
2021/10/21,2271.5,-24
2021/10/20,2295.5,13.5
2021/10/19,2282,-7
2021/10/18,2289,-34
2021/10/15,2323,49
2021/10/14,2274,10
2021/10/13,2264,34
2021/10/12,2230,26
2021/10/11,2204,17
2021/10/08,2187,6
2021/10/07,2181,-12
2021/10/06,2193,28
2021/10/05,2165,5.5
2021/10/04,2159.5,-13
2021/10/01,2172.5,-17.5
2021/09/30,2190,13.5
2021/09/29,2176.5,-18.5
2021/09/28,2195,12
2021/09/27,2183,3
2021/09/24,2180,25
2021/09/22,2155,-9
2021/09/21,2164,-21
2021/09/17,2185,-8.5
2021/09/16,2193.5,16
2021/09/15,2177.5,-16.5
2021/09/14,2194,-0.5
2021/09/13,2194.5,1.5
2021/09/10,2193,5.5
2021/09/09,2187.5,0.5
2021/09/08,2187,-4.5
2021/09/07,2191.5,11.5
2021/09/06,2180,0
2021/09/03,2180,22
2021/09/02,2158,3.5
2021/09/01,2154.5,22
2021/08/31,2132.5,-3
2021/08/30,2135.5,24.5
2021/08/27,2111,-10.5
2021/08/26,2121.5,2.5
2021/08/25,2119,-16.5
2021/08/24,2135.5,-14
2021/08/23,2149.5,31
2021/08/20,2118.5,-14.5
2021/08/19,2133,-16.5
2021/08/18,2149.5,13.5
2021/08/17,2136,-12.5
2021/08/16,2148.5,-12.5
2021/08/13,2161,7
2021/08/12,2154,3
2021/08/11,2151,25
2021/08/10,2126,-11
2021/08/06,2137,0.5
2021/08/05,2136.5,-19
2021/08/04,2155.5,-47
2021/08/03,2202.5,-1
2021/08/02,2203.5,63.5
2021/07/30,2140,-19
2021/07/29,2159,-37.5
2021/07/28,2196.5,17
2021/07/27,2179.5,7.5
2021/07/26,2172,14.5
2021/07/21,2157.5,-1
2021/07/20,2158.5,11.5
2021/07/19,2147,-14.5
2021/07/16,2161.5,6
2021/07/15,2155.5,2.5
2021/07/14,2153,-3
2021/07/13,2156,36
2021/07/12,2120,29.5
2021/07/09,2090.5,10
2021/07/08,2080.5,-8
2021/07/07,2088.5,-22.5
2021/07/06,2111,7
2021/07/05,2104,-21.5
2021/07/02,2125.5,10.5
2021/07/01,2115,16.5
2021/06/30,2098.5,-16
2021/06/29,2114.5,-83.5
2021/06/28,2198,-1
2021/06/25,2199,3
2021/06/24,2196,-3.5
2021/06/23,2199.5,-3
2021/06/22,2202.5,26
2021/06/21,2176.5,-28
2021/06/18,2204.5,-2.5
2021/06/17,2207,-9
2021/06/16,2216,14
2021/06/15,2202,9
2021/06/14,2193,3
2021/06/11,2190,2
2021/06/10,2188,-14.5
2021/06/09,2202.5,11
2021/06/08,2191.5,-8.5
2021/06/07,2200,-5
2021/06/04,2205,13
2021/06/03,2192,27.5
2021/06/02,2164.5,-2.5
2021/06/01,2167,4.5
2021/05/31,2162.5,-25.5
2021/05/28,2188,-1.5
2021/05/27,2189.5,3
2021/05/26,2186.5,-8
2021/05/25,2194.5,5.5
2021/05/24,2189,16.5
2021/05/21,2172.5,-8.5
2021/05/20,2181,-4
2021/05/19,2185,5.5
2021/05/18,2179.5,8
2021/05/17,2171.5,-6
2021/05/14,2177.5,27.5
2021/05/13,2150,2
2021/05/12,2148,-1.5
2021/05/11,2149.5,2
2021/05/10,2147.5,7.5
2021/05/07,2140,52
2021/05/06,2088,44
2021/04/30,2044,-16.5
2021/04/28,2060.5,7.5
2021/04/27,2053,-21
2021/04/26,2074,-3.5
2021/04/23,2077.5,-6
2021/04/22,2083.5,18.5
2021/04/21,2065,-12
2021/04/20,2077,-38
2021/04/19,2115,26
2021/04/16,2089,4
2021/04/15,2085,5
2021/04/14,2080,-1
2021/04/13,2081,-9
2021/04/12,2090,14.5
2021/04/09,2075.5,26.5
2021/04/08,2049,-39.5
2021/04/07,2088.5,16.5
2021/04/06,2072,-19
2021/04/05,2091,15
2021/04/02,2076,-21.5
2021/04/01,2097.5,-27.5
2021/03/31,2125,-35
2021/03/30,2160,-4.5
2021/03/29,2164.5,39
2021/03/26,2125.5,12.5
2021/03/25,2113,29
2021/03/24,2084,-25
2021/03/23,2109,-13
2021/03/22,2122,-3.5
2021/03/19,2125.5,41
2021/03/18,2084.5,20.5
2021/03/17,2064,8
2021/03/16,2056,22
2021/03/15,2034,13.5
2021/03/12,2020.5,13.5
2021/03/11,2007,-20.5
2021/03/10,2027.5,7.5
2021/03/09,2020,45.5
2021/03/08,1974.5,39.5
2021/03/05,1935,31
2021/03/04,1904,-2
2021/03/03,1906,0.5
2021/03/02,1905.5,-24
2021/03/01,1929.5,4.5
2021/02/26,1925,-23
2021/02/25,1948,19
2021/02/24,1929,-7.5
2021/02/22,1936.5,6.5
2021/02/19,1930,-20
2021/02/18,1950,-9
2021/02/17,1959,6.5
2021/02/16,1952.5,1.5
2021/02/15,1951,-30
2021/02/12,1981,-9.5
2021/02/10,1990.5,-160.5
2021/02/09,2151,0
2021/02/08,2151,11
2021/02/05,2140,20
2021/02/04,2120,0
2021/02/03,2120,31.5
2021/02/02,2088.5,0.5
2021/02/01,2088,10.5
2021/01/29,2077.5,-5.5
2021/01/28,2083,-24
2021/01/27,2107,27
2021/01/26,2080,26.5
2021/01/25,2053.5,5.5
2021/01/22,2048,1
2021/01/21,2047,24
2021/01/20,2023,-10
2021/01/19,2033,4.5
2021/01/18,2028.5,-30.5
2021/01/15,2059,4
2021/01/14,2055,10.5
2021/01/13,2044.5,-3.5
2021/01/12,2048,2
2021/01/08,2046,0
2021/01/07,2046,4.5
2021/01/06,2041.5,4
2021/01/05,2037.5,-14.5
2021/01/04,2052,-50
2020/12/30,2102,12
2020/12/29,2090,-96
2020/12/28,2186,-11
2020/12/25,2197,27.5
2020/12/24,2169.5,6
2020/12/23,2163.5,-2
2020/12/22,2165.5,-24.5
2020/12/21,2190,-23.5
2020/12/18,2213.5,20
2020/12/17,2193.5,0.5
2020/12/16,2193,-7
2020/12/15,2200,16
2020/12/14,2184,12
2020/12/11,2172,7
2020/12/10,2165,-5.5
2020/12/09,2170.5,17
2020/12/08,2153.5,13.5
2020/12/07,2140,-3
2020/12/04,2143,-0.5
2020/12/03,2143.5,11.5
2020/12/02,2132,-1.5
2020/12/01,2133.5,13.5
2020/11/30,2120,-56.5
2020/11/27,2176.5,-4.5
2020/11/26,2181,3
2020/11/25,2178,14
2020/11/24,2164,10.5
2020/11/20,2153.5,-1
2020/11/19,2154.5,0.5
2020/11/18,2154,-10
2020/11/17,2164,3.5
2020/11/16,2160.5,33.5
2020/11/13,2127,-18.5
2020/11/12,2145.5,12
2020/11/11,2133.5,45.5
2020/11/10,2088,17
2020/11/09,2071,19.5
2020/11/06,2051.5,-11
2020/11/05,2062.5,-27
2020/11/04,2089.5,0.5
2020/11/02,2089,119
2020/10/30,1970,-10
2020/10/29,1980,-10.5
2020/10/28,1990.5,-8.5
2020/10/27,1999,-0.5
2020/10/26,1999.5,6
2020/10/23,1993.5,8.5
2020/10/22,1985,1
2020/10/21,1984,-0.5
2020/10/20,1984.5,-27.5
2020/10/19,2012,15.5
2020/10/16,1996.5,-6
2020/10/15,2002.5,0.5
2020/10/14,2002,8.5
2020/10/13,1993.5,-12.5
2020/10/12,2006,4
2020/10/09,2002,-3
2020/10/08,2005,13.5
2020/10/07,1991.5,8.5
2020/10/06,1983,29
2020/10/05,1954,17
2020/10/02,1937,0
2020/10/01,-,-
2020/09/30,1920,-38
2020/09/29,1958,-2
2020/09/28,1960,5
2020/09/25,1955,5
2020/09/24,1950,-5.5
2020/09/23,1955.5,-25.5
2020/09/18,1981,8
2020/09/17,1973,-6.5
2020/09/16,1979.5,-2
2020/09/15,1981.5,-12.5
2020/09/14,1994,2
2020/09/11,1992,-1
2020/09/10,1993,16.5
2020/09/09,1976.5,0.5
2020/09/08,1976,12.5
2020/09/07,1963.5,-8.5
2020/09/04,1972,-5
2020/09/03,1977,1.5
2020/09/02,1975.5,0
2020/09/01,1975.5,-7
2020/08/31,1982.5,4.5
2020/08/28,1978,-25.5
2020/08/27,2003.5,-3.5
2020/08/26,2007,-12.5
2020/08/25,2019.5,24.5
2020/08/24,1995,-10
2020/08/21,2005,-4.5
2020/08/20,2009.5,-0.5
2020/08/19,2010,11
2020/08/18,1999,9
2020/08/17,1990,-37.5
2020/08/14,2027.5,2
2020/08/13,2025.5,5
2020/08/12,2020.5,33.5
2020/08/11,1987,32.5
2020/08/07,1954.5,-1.5
2020/08/06,1956,-34.5
2020/08/05,1990.5,-5.5
2020/08/04,1996,46.5
2020/08/03,1949.5,137.5
2020/07/31,1812,-7.5
2020/07/30,1819.5,-46.5
2020/07/29,1866,-28.5
2020/07/28,1894.5,-3
2020/07/27,1897.5,-12
2020/07/22,1909.5,-8.5
2020/07/21,1918,-15.5
2020/07/20,1933.5,-15
2020/07/17,1948.5,-13
2020/07/16,1961.5,4.5
2020/07/15,1957,5.5
2020/07/14,1951.5,-6.5
2020/07/13,1958,28
2020/07/10,1930,-25.5
2020/07/09,1955.5,-14
2020/07/08,1969.5,-8
2020/07/07,1977.5,-26.5
2020/07/06,2004,17.5
2020/07/03,1986.5,-11.5
2020/07/02,1998,36.5
2020/07/01,1961.5,-40
2020/06/30,2001.5,4.5
2020/06/29,1997,-103.5
2020/06/26,2100.5,1
2020/06/25,2099.5,-47.5
2020/06/24,2147,-23.5
2020/06/23,2170.5,-4
2020/06/22,2174.5,-7
2020/06/19,2181.5,13
2020/06/18,2168.5,1
2020/06/17,2167.5,0.5
2020/06/16,2167,62.5
2020/06/15,2104.5,-44.5
2020/06/12,2149,-13
2020/06/11,2162,-44
2020/06/10,2206,-17.5
2020/06/09,2223.5,19
2020/06/08,2204.5,26.5
2020/06/05,2178,5.5
2020/06/04,2172.5,21
2020/06/03,2151.5,-17
2020/06/02,2168.5,26
2020/06/01,2142.5,5
2020/05/29,2137.5,-24
2020/05/28,2161.5,45
2020/05/27,2116.5,35.5
2020/05/26,2081,48.5
2020/05/25,2032.5,26.5
2020/05/22,2006,-6.5
2020/05/21,2012.5,-23
2020/05/20,2035.5,1
2020/05/19,2034.5,10
2020/05/18,2024.5,15
2020/05/15,2009.5,7.5
2020/05/14,2002,-26
2020/05/13,2028,-3.5
2020/05/12,2031.5,-1.5
2020/05/11,2033,62.5
2020/05/08,1970.5,11.5
2020/05/07,1959,-22
2020/05/01,1981,-33.5
2020/04/30,2014.5,14
2020/04/28,2000.5,-15.5
2020/04/27,2016,-6.5
2020/04/24,2022.5,42.5
2020/04/23,1980,23.5
2020/04/22,1956.5,-13
2020/04/21,1969.5,-5.5
2020/04/20,1975,-5.5
2020/04/17,1980.5,-2.5
2020/04/16,1983,-6.5
2020/04/15,1989.5,15.5
2020/04/14,1974,13
2020/04/13,1961,-29
2020/04/10,1990,22
2020/04/09,1968,-28.5
2020/04/08,1996.5,6
2020/04/07,1990.5,20.5
2020/04/06,1970,58.5
2020/04/03,1911.5,-16.5
2020/04/02,1928,-46.5
2020/04/01,1974.5,-21.5
2020/03/31,1996,-57.5
2020/03/30,2053.5,35.5
2020/03/27,2018,73.5
2020/03/26,1944.5,-118.5
2020/03/25,2063,137
2020/03/24,1926,21
2020/03/23,1905,0
2020/03/19,1905,1.5
2020/03/18,1903.5,-13.5
2020/03/17,1917,3
2020/03/16,1914,-43.5
2020/03/13,1957.5,-81.5
2020/03/12,2039,-52
2020/03/11,2091,-12.5
2020/03/10,2103.5,69.5
2020/03/09,2034,-78.5
2020/03/06,2112.5,-52
2020/03/05,2164.5,28
2020/03/04,2136.5,-9.5
2020/03/03,2146,-6
2020/03/02,2152,8
2020/02/28,2144,-48.5
2020/02/27,2192.5,-23
2020/02/26,2215.5,-2
2020/02/25,2217.5,-51
2020/02/21,2268.5,1.5
2020/02/20,2267,12
2020/02/19,2255,4
2020/02/18,2251,-3.5
2020/02/17,2254.5,-22
2020/02/14,2276.5,-20
2020/02/13,2296.5,-10.5
2020/02/12,2307,-7.5
2020/02/10,2314.5,13.5
2020/02/07,2301,-34
2020/02/06,2335,37
2020/02/05,2298,8
2020/02/04,2290,-0.5
2020/02/03,2290.5,-25.5
2020/01/31,2316,-2.5
2020/01/30,2318.5,-15.5
2020/01/29,2334,21
2020/01/28,2313,-4
2020/01/27,2317,-30
2020/01/24,2347,-10
2020/01/23,2357,-25.5
2020/01/22,2382.5,-14.5
2020/01/21,2397,-12
2020/01/20,2409,-5
2020/01/17,2414,-3
2020/01/16,2417,-5
2020/01/15,2422,-7
2020/01/14,2429,13.5
2020/01/10,2415.5,10.5
2020/01/09,2405,35
2020/01/08,2370,-24
2020/01/07,2394,16
2020/01/06,2378,-54.5
2019/12/30,2432.5,-17.5
2019/12/27,2450,-88
2019/12/26,2538,8.5
2019/12/25,2529.5,-2
2019/12/24,2531.5,0
2019/12/23,2531.5,9
2019/12/20,2522.5,-3
2019/12/19,2525.5,-11
2019/12/18,2536.5,37.5
2019/12/17,2499,-15.5
2019/12/16,2514.5,13
2019/12/13,2501.5,3.5
2019/12/12,2498,-2
2019/12/11,2500,-4
2019/12/10,2504,-17
2019/12/09,2521,20.5
2019/12/06,2500.5,3.5
2019/12/05,2497,-18
2019/12/04,2515,13
2019/12/03,2502,-14.5
2019/12/02,2516.5,22
2019/11/29,2494.5,7
2019/11/28,2487.5,15.5
2019/11/27,2472,-4
2019/11/26,2476,-4
2019/11/25,2480,-3
2019/11/22,2483,1
2019/11/21,2482,17
2019/11/20,2465,-23.5
2019/11/19,2488.5,-5
2019/11/18,2493.5,11.5
2019/11/15,2482,27
2019/11/14,2455,-16
2019/11/13,2471,-9.5
2019/11/12,2480.5,17.5
2019/11/11,2463,24
2019/11/08,2439,2
2019/11/07,2437,8
2019/11/06,2429,-14
2019/11/05,2443,15.5
2019/11/01,2427.5,-28.5
2019/10/31,2456,1
2019/10/30,2455,11
2019/10/29,2444,3
2019/10/28,2441,-30
2019/10/25,2471,4.5
2019/10/24,2466.5,12
2019/10/23,2454.5,46
2019/10/21,2408.5,17
2019/10/18,2391.5,-6
2019/10/17,2397.5,3
2019/10/16,2394.5,-1
2019/10/15,2395.5,26
2019/10/11,2369.5,13
2019/10/10,2356.5,10
2019/10/09,2346.5,0.5
2019/10/08,2346,0
2019/10/07,2346,-19.5
2019/10/04,2365.5,23.5
2019/10/03,2342,-58
2019/10/02,2400,-8.5
2019/10/01,2408.5,42.5
2019/09/30,2366,2.5
2019/09/27,2363.5,13
2019/09/26,2350.5,7.5
2019/09/25,2343,-7
2019/09/24,2350,29.5
2019/09/20,2320.5,22.5
2019/09/19,2298,-16
2019/09/18,2314,-18.5
2019/09/17,2332.5,-13
2019/09/13,2345.5,12.5
2019/09/12,2333,-3.5
2019/09/11,2336.5,62
2019/09/10,2274.5,35
2019/09/09,2239.5,36
2019/09/06,2203.5,-16
2019/09/05,2219.5,40.5
2019/09/04,2179,-36
2019/09/03,2215,-25.5
2019/09/02,2240.5,-10
2019/08/30,2250.5,8.5
2019/08/29,2242,11.5
2019/08/28,2230.5,-19
2019/08/27,2249.5,15
2019/08/26,2234.5,5.5
2019/08/23,2229,12
2019/08/22,2217,-22
2019/08/21,2239,-23
2019/08/20,2262,-36.5
2019/08/19,2298.5,32
2019/08/16,2266.5,-3
2019/08/15,2269.5,-18
2019/08/14,2287.5,-8.5
2019/08/13,2296,-5.5
2019/08/09,2301.5,-11
2019/08/08,2312.5,-3.5
2019/08/07,2316,6
2019/08/06,2310,-19
2019/08/05,2329,-47.5
2019/08/02,2376.5,-32
2019/08/01,2408.5,-11
2019/07/31,2419.5,-22.5
2019/07/30,2442,5
2019/07/29,2437,13.5
2019/07/26,2423.5,-3.5
2019/07/25,2427,-12.5
2019/07/24,2439.5,0.5
2019/07/23,2439,6.5
2019/07/22,2432.5,-19.5
2019/07/19,2452,55.5
2019/07/18,2396.5,-43.5
2019/07/17,2440,-26.5
2019/07/16,2466.5,8
2019/07/12,2458.5,5.5
2019/07/11,2453,5.5
2019/07/10,2447.5,-7
2019/07/09,2454.5,-10.5
2019/07/08,2465,-15
2019/07/05,2480,35
2019/07/04,2445,25
2019/07/03,2420,11.5
2019/07/02,2408.5,7.5
2019/07/01,2401,21.5
2019/06/28,2379.5,-31
2019/06/27,2410.5,-12.5
2019/06/26,2423,-79.5
2019/06/25,2502.5,-13
2019/06/24,2515.5,12
2019/06/21,2503.5,2.5
2019/06/20,2501,0.5
2019/06/19,2500.5,0.5
2019/06/18,2500,1
2019/06/17,2499,-2
2019/06/14,2501,-2.5
2019/06/13,2503.5,-32.5
2019/06/12,2536,14.5
2019/06/11,2521.5,7.5
2019/06/10,2514,26
2019/06/07,2488,7
2019/06/06,2481,-19
2019/06/05,2500,30
2019/06/04,2470,-4
2019/06/03,2474,-18.5
2019/05/31,2492.5,-7.5
2019/05/30,2500,0.5
2019/05/29,2499.5,-48
2019/05/28,2547.5,9.5
2019/05/27,2538,-1
2019/05/24,2539,14.5
2019/05/23,2524.5,-13.5
2019/05/22,2538,-17
2019/05/21,2555,6.5
2019/05/20,2548.5,31.5
2019/05/17,2517,17
2019/05/16,2500,-21
2019/05/15,2521,14.5
2019/05/14,2506.5,25
2019/05/13,2481.5,11.5
2019/05/10,2470,2.5
2019/05/09,2467.5,-44.5
2019/05/08,2512,-52.5
2019/05/07,2564.5,-11.5
2019/04/26,2576,-1.5
2019/04/25,2577.5,3
2019/04/24,2574.5,-21
2019/04/23,2595.5,16
2019/04/22,2579.5,15.5
2019/04/19,2564,-10
2019/04/18,2574,-30
2019/04/17,2604,-19
2019/04/16,2623,-1.5
2019/04/15,2624.5,-1.5
2019/04/12,2626,0.5
2019/04/11,2625.5,16.5
2019/04/10,2609,-30
2019/04/09,2639,-33.5
2019/04/08,2672.5,-25
2019/04/05,2697.5,-13.5
2019/04/04,2711,-14
2019/04/03,2725,-21.5
2019/04/02,2746.5,-28
2019/04/01,2774.5,29.5
2019/03/29,2745,7.5
2019/03/28,2737.5,-67
2019/03/27,2804.5,37
2019/03/26,2767.5,65
2019/03/25,2702.5,-50
2019/03/22,2752.5,-41.5
2019/03/20,2794,-31
2019/03/19,2825,-9
2019/03/18,2834,12.5
2019/03/15,2821.5,24.5
2019/03/14,2797,-15.5
2019/03/13,2812.5,26
2019/03/12,2786.5,-1
2019/03/11,2787.5,-8
2019/03/08,2795.5,-21
2019/03/07,2816.5,15.5
2019/03/06,2801,-2
2019/03/05,2803,18
2019/03/04,2785,-33.5
2019/03/01,2818.5,-14.5
2019/02/28,2833,-28.5
2019/02/27,2861.5,-23.5
2019/02/26,2885,6
2019/02/25,2879,-11
2019/02/22,2890,-1.5
2019/02/21,2891.5,64.5
2019/02/20,2827,16.5
2019/02/19,2810.5,10.5
2019/02/18,2800,20
2019/02/15,2780,-2
2019/02/14,2782,23.5
2019/02/13,2758.5,6
2019/02/12,2752.5,85
2019/02/08,2667.5,-59
2019/02/07,2726.5,-47.5
2019/02/06,2774,27.5
2019/02/05,2746.5,-7.5
2019/02/04,2754,0.5
2019/02/01,2753.5,3.5
2019/01/31,2750,18.5
2019/01/30,2731.5,-10.5
2019/01/29,2742,-2.5
2019/01/28,2744.5,-4.5
2019/01/25,2749,8
2019/01/24,2741,-20.5
2019/01/23,2761.5,2
2019/01/22,2759.5,6.5
2019/01/21,2753,8
2019/01/18,2745,62
2019/01/17,2683,-7.5
2019/01/16,2690.5,2.5
2019/01/15,2688,25
2019/01/11,2663,9
2019/01/10,2654,-10.5
2019/01/09,2664.5,42.5
2019/01/08,2622,-20.5
2019/01/07,2642.5,55.5
2019/01/04,2587,-29.5
2018/12/28,2616.5,10.5
2018/12/27,2606,94.5
2018/12/26,2511.5,-75.5
2018/12/25,2587,-94.5
2018/12/21,2681.5,-76
2018/12/20,2757.5,-52
2018/12/19,2809.5,-21.5
2018/12/18,2831,-40
2018/12/17,2871,12.5
2018/12/14,2858.5,-20.5
2018/12/13,2879,25
2018/12/12,2854,39
2018/12/11,2815,11.5
2018/12/10,2803.5,-49
2018/12/07,2852.5,34
2018/12/06,2818.5,-42.5
2018/12/05,2861,21.5
2018/12/04,2839.5,-22.5
2018/12/03,2862,38.5
2018/11/30,2823.5,-6
2018/11/29,2829.5,-7
2018/11/28,2836.5,18.5
2018/11/27,2818,-1
2018/11/26,2819,-19
2018/11/22,2838,22
2018/11/21,2816,-13
2018/11/20,2829,9
2018/11/19,2820,2
2018/11/16,2818,-5
2018/11/15,2823,-4.5
2018/11/14,2827.5,-6.5
2018/11/13,2834,-36.5
2018/11/12,2870.5,22.5
2018/11/09,2848,1.5
2018/11/08,2846.5,45.5
2018/11/07,2801,-45
2018/11/06,2846,-2.5
2018/11/05,2848.5,-17
2018/11/02,2865.5,3.5
2018/11/01,2862,-44.5
2018/10/31,2906.5,-17
2018/10/30,2923.5,22.5
2018/10/29,2901,-7
2018/10/26,2908,-3
2018/10/25,2911,-31.5
2018/10/24,2942.5,59
2018/10/23,2883.5,-71.5
2018/10/22,2955,19
2018/10/19,2936,-25
2018/10/18,2961,42.5
2018/10/17,2918.5,40
2018/10/16,2878.5,28.5
2018/10/15,2850,-19.5
2018/10/12,2869.5,-20.5
2018/10/11,2890,-62
2018/10/10,2952,34
2018/10/09,2918,-23
2018/10/05,2941,-12.5
2018/10/04,2953.5,-15.5
2018/10/03,2969,-23.5
2018/10/02,2992.5,51.5
2018/10/01,2941,-25
2018/09/28,2966,37.5
2018/09/27,2928.5,-31
2018/09/26,2959.5,7.5
2018/09/25,2952,22
2018/09/21,2930,3.5
2018/09/20,2926.5,-63.5
2018/09/19,2990,0.5
2018/09/18,2989.5,26
2018/09/14,2963.5,-24.5
2018/09/13,2988,44
2018/09/12,2944,29
2018/09/11,2915,48
2018/09/10,2867,1.5
2018/09/07,2865.5,-23.5
2018/09/06,2889,-21
2018/09/05,2910,-10
2018/09/04,2920,11
2018/09/03,2909,-13
2018/08/31,2922,-17
2018/08/30,2939,-33
2018/08/29,2972,-6
2018/08/28,2978,-15
2018/08/27,2993,-15
2018/08/24,3008,1
2018/08/23,3007,-10
2018/08/22,3017,-31
2018/08/21,3048,-10
2018/08/20,3058,-35
2018/08/17,3093,-15
2018/08/16,3108,56
2018/08/15,3052,21
2018/08/14,3031,38
2018/08/13,2993,-71
2018/08/10,3064,-24
2018/08/09,3088,-29
2018/08/08,3117,-26
2018/08/07,3143,61
2018/08/06,3082,-19
2018/08/03,3101,-46
2018/08/02,3147,19
2018/08/01,3128,-48
2018/07/31,3176,28
2018/07/30,3148,-1
2018/07/27,3149,57
2018/07/26,3092,91
2018/07/25,3001,-11
2018/07/24,3012,-2
2018/07/23,3014,35.5
2018/07/20,2978.5,38.5
2018/07/19,2940,15.5
2018/07/18,2924.5,-110.5
2018/07/17,3035,50.5
2018/07/13,2984.5,20.5
2018/07/12,2964,-14.5
2018/07/11,2978.5,-24.5
2018/07/10,3003,-21
2018/07/09,3024,-15
2018/07/06,3039,38
2018/07/05,3001,-37
2018/07/04,3038,15
2018/07/03,3023,10
2018/07/02,3013,-82
2018/06/29,3095,63
2018/06/28,3032,-16
2018/06/27,3048,-124
2018/06/26,3172,-39
2018/06/25,3211,-3
2018/06/22,3214,34
2018/06/21,3180,37
2018/06/20,3143,21
2018/06/19,3122,-60
2018/06/18,3182,17
2018/06/15,3165,40
2018/06/14,3125,23
2018/06/13,3102,49
2018/06/12,3053,32
2018/06/11,3021,41
2018/06/08,2980,-22
2018/06/07,3002,28
2018/06/06,2974,38.5
2018/06/05,2935.5,5.5
2018/06/04,2930,27.5
2018/06/01,2902.5,-33.5
2018/05/31,2936,34.5
2018/05/30,2901.5,-32.5
2018/05/29,2934,-2
2018/05/28,2936,9
2018/05/25,2927,-22.5
2018/05/24,2949.5,0
2018/05/23,2949.5,-18
2018/05/22,2967.5,-18.5
2018/05/21,2986,-39
2018/05/18,3025,-15
2018/05/17,3040,-3
2018/05/16,3043,-10
2018/05/15,3053,15
2018/05/14,3038,32
2018/05/11,3006,12
2018/05/10,2994,0.5
2018/05/09,2993.5,-56.5
2018/05/08,3050,2
2018/05/07,3048,-2
2018/05/02,3050,164.5
2018/05/01,2885.5,-51
2018/04/27,2936.5,-15
2018/04/26,2951.5,56.5
2018/04/25,2895,36.5
2018/04/24,2858.5,-4.5
2018/04/23,2863,-29
2018/04/20,2892,-70.5
2018/04/19,2962.5,-2
2018/04/18,2964.5,-11
2018/04/17,2975.5,0
2018/04/16,2975.5,18.5
2018/04/13,2957,2
2018/04/12,2955,-10
2018/04/11,2965,-13
2018/04/10,2978,-40
2018/04/09,3018,4
2018/04/06,3014,-6
2018/04/05,3020,17
2018/04/04,3003,-55
2018/04/03,3058,4
2018/04/02,3054,-12
2018/03/30,3066,31
2018/03/29,3035,14
2018/03/28,3021,64
2018/03/27,2957,47.5
2018/03/26,2909.5,71
2018/03/23,2838.5,2.5
2018/03/22,2836,-132
2018/03/20,2968,-11
2018/03/19,2979,-40
2018/03/16,3019,3
2018/03/15,3016,-6
2018/03/14,3022,-36
2018/03/13,3058,36
2018/03/12,3022,42
2018/03/09,2980,-20
2018/03/08,3000,13.5
2018/03/07,2986.5,-20.5
2018/03/06,3007,-28
2018/03/05,3035,49
2018/03/02,2986,-17
2018/03/01,3003,-45
2018/02/28,3048,-37
2018/02/27,3085,19
2018/02/26,3066,-30
2018/02/23,3096,39
2018/02/22,3057,-49
2018/02/21,3106,-34
2018/02/20,3140,-68
2018/02/19,3208,41
2018/02/16,3167,40
2018/02/15,3127,-20
2018/02/14,3147,21
2018/02/13,3126,-74
2018/02/09,3200,-43
2018/02/08,3243,-58
2018/02/07,3301,-210
2018/02/06,3511,-75
2018/02/05,3586,-31
2018/02/02,3617,-3
2018/02/01,3620,8
2018/01/31,3612,-28
2018/01/30,3640,-16
2018/01/29,3656,-2
2018/01/26,3658,-15
2018/01/25,3673,-22
2018/01/24,3695,19
2018/01/23,3676,23
2018/01/22,3653,34
2018/01/19,3619,-13
2018/01/18,3632,5
2018/01/17,3627,6
2018/01/16,3621,30
2018/01/15,3591,-12
2018/01/12,3603,-43
2018/01/11,3646,7
2018/01/10,3639,-26
2018/01/09,3665,20
2018/01/05,3645,-36
2018/01/04,3681,50
2017/12/29,3631,-5
2017/12/28,3636,-14
2017/12/27,3650,-70
2017/12/26,3720,2
2017/12/25,3718,17
2017/12/22,3701,6
2017/12/21,3695,-5
2017/12/20,3700,-2
2017/12/19,3702,-12
2017/12/18,3714,-5
2017/12/15,3719,5
2017/12/14,3714,-6
2017/12/13,3720,-6
2017/12/12,3726,-4
2017/12/11,3730,5
2017/12/08,3725,-5
2017/12/07,3730,4
2017/12/06,3726,-47
2017/12/05,3773,63
2017/12/04,3710,-20
2017/12/01,3730,10
2017/11/30,3720,23
2017/11/29,3697,-18
2017/11/28,3715,12
2017/11/27,3703,-2
2017/11/24,3705,11
2017/11/22,3694,4
2017/11/21,3690,-10
2017/11/20,3700,-25
2017/11/17,3725,-11
2017/11/16,3736,31
2017/11/15,3705,-46
2017/11/14,3751,-14
2017/11/13,3765,-34
2017/11/10,3799,-4
2017/11/09,3803,-20
2017/11/08,3823,-17
2017/11/07,3840,97
2017/11/06,3743,-61
2017/11/02,3804,45
2017/11/01,3759,12
2017/10/31,3747,-26
2017/10/30,3773,-32
2017/10/27,3805,5
2017/10/26,3800,-50
2017/10/25,3850,-35
2017/10/24,3885,9
2017/10/23,3876,-14
2017/10/20,3890,14
2017/10/19,3876,25
2017/10/18,3851,47
2017/10/17,3804,22
2017/10/16,3782,68
2017/10/13,3714,21
2017/10/12,3693,6
2017/10/11,3687,2
2017/10/10,3685,-5
2017/10/06,3690,-7
2017/10/05,3697,6
2017/10/04,3691,-19
