日付,終値,前日比
2017/07/04,2068,-1
2017/07/03,2069,2
2017/06/30,2067,-19
2017/06/29,2086,7
2017/06/28,2079,-5
2017/06/27,2084,6
2017/06/26,2078,2
2017/06/23,2076,1
2017/06/22,2075,0
2017/06/21,2075,-12
2017/06/20,2087,19
2017/06/19,2068,12
2017/06/16,2056,11
2017/06/15,2045,-6
2017/06/14,2051,-1
2017/06/13,2052,-1
2017/06/12,2053,-10
2017/06/09,2063,9
2017/06/08,2054,-6
2017/06/07,2060,0
2017/06/06,2060,-19
2017/06/05,2079,-2
2017/06/02,2081,33
2017/06/01,2048,24
2017/05/31,2024,-3
2017/05/30,2027,-4
2017/05/29,2031,1
2017/05/26,2030,-14
2017/05/25,2044,8
2017/05/24,2036,15
2017/05/23,2021,-8
2017/05/22,2029,8
2017/05/19,2021,6
2017/05/18,2015,-27
2017/05/17,2042,-11
2017/05/16,2053,5
2017/05/15,2048,-1
2017/05/12,2049,-10
2017/05/11,2059,8
2017/05/10,2051,4
2017/05/09,2047,-5
2017/05/08,2052,48
2017/05/02,2004,15
2017/05/01,1989,12
2017/04/28,1977,-6
2017/04/27,1983,-3
2017/04/26,1986,20
2017/04/25,1966,21
2017/04/24,1945,25
2017/04/21,1920,21
2017/04/20,1899,-2
2017/04/19,1901,2
2017/04/18,1899,8
2017/04/17,1891,3
2017/04/14,1888,-10
2017/04/13,1898,-11
2017/04/12,1909,-23
2017/04/11,1932,-4
2017/04/10,1936,11
2017/04/07,1925,8
2017/04/06,1917,-26
2017/04/05,1943,5
2017/04/04,1938,-19
2017/04/03,1957,5
2017/03/31,1952,-11
2017/03/30,1963,-17
2017/03/29,1980,17
2017/03/28,1963,23
2017/03/27,1940,-31
2017/03/24,1971,19
2017/03/23,1952,4
2017/03/22,1948,-42
2017/03/21,1990,-8
2017/03/17,1998,-9
2017/03/16,2007,4
2017/03/15,2003,-4
2017/03/14,2007,-4
2017/03/13,2011,3
2017/03/10,2008,31
2017/03/09,1977,8
2017/03/08,1969,-12
2017/03/07,1981,-3
2017/03/06,1984,-10
2017/03/03,1994,-8
2017/03/02,2002,16
2017/03/01,1986,29
2017/02/28,1957,-1
2017/02/27,1958,-16
2017/02/24,1974,-9
2017/02/23,1983,1
2017/02/22,1982,0
2017/02/21,1982,11
2017/02/20,1971,2
2017/02/17,1969,-11
2017/02/16,1980,-10
2017/02/15,1990,22
2017/02/14,1968,-22
2017/02/13,1990,8
2017/02/10,1982,48
2017/02/09,1934,-9
2017/02/08,1943,9
2017/02/07,1934,-19
2017/02/06,1953,4
2017/02/03,1949,3
2017/02/02,1946,-25
2017/02/01,1971,11
2017/01/31,1960,-33
2017/01/30,1993,-10
2017/01/27,2003,8
2017/01/26,1995,36
2017/01/25,1959,25
2017/01/24,1934,-9
2017/01/23,1943,-27
2017/01/20,1970,6
2017/01/19,1964,19
2017/01/18,1945,8
2017/01/17,1937,-29
2017/01/16,1966,-19
2017/01/13,1985,13
2017/01/12,1972,-23
2017/01/11,1995,8
2017/01/10,1987,-18
2017/01/06,2005,-5
2017/01/05,2010,-7
2017/01/04,2017,52
2016/12/30,1965,-6
2016/12/29,1971,-27
2016/12/28,1998,2
2016/12/27,1996,1
2016/12/26,1995,-3
2016/12/22,1998,-3
2016/12/21,2001,-3
2016/12/20,2004,11
2016/12/19,1993,-2
2016/12/16,1995,13
2016/12/15,1982,4
2016/12/14,1978,-1
2016/12/13,1979,8
2016/12/12,1971,16
2016/12/09,1955,27
2016/12/08,1928,27
2016/12/07,1901,14
2016/12/06,1887,9
2016/12/05,1878,-18
2016/12/02,1896,-8
2016/12/01,1904,21
2016/11/30,1883,1
2016/11/29,1882,-4
2016/11/28,1886,-6
2016/11/25,1892,7
2016/11/24,1885,18
2016/11/22,1867,4
2016/11/21,1863,14
2016/11/18,1849,13
2016/11/17,1836,-1
2016/11/16,1837,21
2016/11/15,1816,-1
2016/11/14,1817,31
2016/11/11,1786,4
2016/11/10,1782,106
2016/11/09,1676,-91
2016/11/08,1767,-1
2016/11/07,1768,31
2016/11/04,1737,-25
2016/11/02,1762,-31
2016/11/01,1793,1
2016/10/31,1792,-2
2016/10/28,1794,11
2016/10/27,1783,-5
2016/10/26,1788,0
2016/10/25,1788,17
2016/10/24,1771,4
2016/10/21,1767,-7
2016/10/20,1774,26
2016/10/19,1748,4
2016/10/18,1744,6
2016/10/17,1738,5
2016/10/14,1733,10
2016/10/13,1723,-9
2016/10/12,1732,-20
2016/10/11,1752,18
2016/10/07,1734,-7
2016/10/06,1741,12
2016/10/05,1729,12
2016/10/04,1717,11
2016/10/03,1706,15
2016/09/30,1691,-25
2016/09/29,1716,26
2016/09/28,1690,-10
2016/09/27,1700,13
2016/09/26,1687,-22
2016/09/23,1709,-9
2016/09/21,1718,37
2016/09/20,1681,-8
2016/09/16,1689,13
2016/09/15,1676,-21
2016/09/14,1697,-12
2016/09/13,1709,6
2016/09/12,1703,-32
2016/09/09,1735,5
2016/09/08,1730,-7
2016/09/07,1737,-7
2016/09/06,1744,6
2016/09/05,1738,9
2016/09/02,1729,1
2016/09/01,1728,2
2016/08/31,1726,16
2016/08/30,1710,0
2016/08/29,1710,39
2016/08/26,1671,-21
2016/08/25,1692,1
2016/08/24,1691,9
2016/08/23,1682,-12
2016/08/22,1694,7
2016/08/19,1687,4
2016/08/18,1683,-28
2016/08/17,1711,17
2016/08/16,1694,-26
2016/08/15,1720,-6
2016/08/12,1726,21
2016/08/10,1705,-7
2016/08/09,1712,13
2016/08/08,1699,41
2016/08/05,1658,-23
2016/08/04,1681,18
2016/08/03,1663,-34
2016/08/02,1697,-21
2016/08/01,1718,7
2016/07/29,1711,7
2016/07/28,1704,-20
2016/07/27,1724,29
2016/07/26,1695,-24
2016/07/25,1719,4
2016/07/22,1715,-19
2016/07/21,1734,13
2016/07/20,1721,-8
2016/07/19,1729,23
2016/07/15,1706,13
2016/07/14,1693,17
2016/07/13,1676,14
2016/07/12,1662,39
2016/07/11,1623,58
2016/07/08,1565,-15
2016/07/07,1580,-8
2016/07/06,1588,-30
2016/07/05,1618,-10
2016/07/04,1628,0
