日付,終値,前日比
2022/02/01,2809.5,5
2022/01/31,2804.5,30
2022/01/28,2774.5,57.5
2022/01/27,2717,-86.5
2022/01/26,2803.5,-9
2022/01/25,2812.5,-49.5
2022/01/24,2862,5
2022/01/21,2857,-23.5
2022/01/20,2880.5,31.5
2022/01/19,2849,-83.5
2022/01/18,2932.5,-8
2022/01/17,2940.5,22
2022/01/14,2918.5,-37.5
2022/01/13,2956,-32
2022/01/12,2988,57.5
2022/01/11,2930.5,-26
2022/01/07,2956.5,-2.5
2022/01/06,2959,-84
2022/01/05,3043,6
2022/01/04,3037,46
2021/12/30,2991,-7
2021/12/29,2998,-12
2021/12/28,3010,36.5
2021/12/27,2973.5,-12.5
2021/12/24,2986,4
2021/12/23,2982,24.5
2021/12/22,2957.5,3.5
2021/12/21,2954,59
2021/12/20,2895,-61
2021/12/17,2956,-58
2021/12/16,3014,63
2021/12/15,2951,4
2021/12/14,2947,-21.5
2021/12/13,2968.5,24
2021/12/10,2944.5,-35
2021/12/09,2979.5,-9.5
2021/12/08,2989,28
2021/12/07,2961,66.5
2021/12/06,2894.5,-10.5
2021/12/03,2905,28.5
2021/12/02,2876.5,-16
2021/12/01,2892.5,8
2021/11/30,2884.5,-46.5
2021/11/29,2931,-50
2021/11/26,2981,-74
2021/11/25,3055,15
2021/11/24,3040,-50
2021/11/22,3090,10
2021/11/19,3080,15
2021/11/18,3065,-10
2021/11/17,3075,-10
2021/11/16,3085,5
2021/11/15,3080,10
2021/11/12,3070,40
2021/11/11,3030,20
2021/11/10,3010,-20
2021/11/09,3030,-25
2021/11/08,3055,-15
2021/11/05,3070,-20
2021/11/04,3090,35
2021/11/02,3055,-15
2021/11/01,3070,74
2021/10/29,2996,10
2021/10/28,2986,-24
2021/10/27,3010,-10
2021/10/26,3020,54
2021/10/25,2966,-17
2021/10/22,2983,6
2021/10/21,2977,-53
2021/10/20,3030,5
2021/10/19,3025,20
2021/10/18,3005,-5
2021/10/15,3010,50
2021/10/14,2960,42
2021/10/13,2918,-6
2021/10/12,2924,-29
2021/10/11,2953,45
2021/10/08,2908,39
2021/10/07,2869,16
2021/10/06,2853,-28
2021/10/05,2881,-69
2021/10/04,2950,-31
2021/10/01,2981,-79
2021/09/30,3060,0
2021/09/29,3060,-45
2021/09/28,3105,-5
2021/09/27,3110,-10
2021/09/24,3120,70
2021/09/22,3050,-25
2021/09/21,3075,-70
2021/09/17,3145,20
2021/09/16,3125,-15
2021/09/15,3140,-20
2021/09/14,3160,20
2021/09/13,3140,10
2021/09/10,3130,40
2021/09/09,3090,-15
2021/09/08,3105,25
2021/09/07,3080,25
2021/09/06,3055,56
2021/09/03,2999,60
2021/09/02,2939,8
2021/09/01,2931,38
2021/08/31,2893,32
2021/08/30,2861,16
2021/08/27,2845,-11
2021/08/26,2856,2
2021/08/25,2854,-1
2021/08/24,2855,24
2021/08/23,2831,49
2021/08/20,2782,-28
2021/08/19,2810,-30
2021/08/18,2840,16
2021/08/17,2824,-10
2021/08/16,2834,-50
2021/08/13,2884,-2
2021/08/12,2886,-3
2021/08/11,2889,16
2021/08/10,2873,7
2021/08/06,2866,10
2021/08/05,2856,-6
2021/08/04,2862,-4
2021/08/03,2866,-13
2021/08/02,2879,47
2021/07/30,2832,-51
2021/07/29,2883,20
2021/07/28,2863,-36
2021/07/27,2899,10
2021/07/26,2889,33
2021/07/21,2856,15
2021/07/20,2841,-28
2021/07/19,2869,-36
2021/07/16,2905,-27
2021/07/15,2932,-34
2021/07/14,2966,-11
2021/07/13,2977,15
2021/07/12,2962,59
2021/07/09,2903,-15
2021/07/08,2918,-25
2021/07/07,2943,-30
2021/07/06,2973,5
2021/07/05,2968,-16
2021/07/02,2984,7
2021/07/01,2977,-11
2021/06/30,2988,-2
2021/06/29,2990,-15
2021/06/28,3005,-5
2021/06/25,3010,19
2021/06/24,2991,-2
2021/06/23,2993,1
2021/06/22,2992,89
2021/06/21,2903,-102
2021/06/18,3005,0
2021/06/17,3005,-35
2021/06/16,3040,-10
2021/06/15,3050,30
2021/06/14,3020,15
2021/06/11,3005,5
2021/06/10,3000,6
2021/06/09,2994,-16
2021/06/08,3010,5
2021/06/07,3005,5
2021/06/04,3000,-15
2021/06/03,3015,10
2021/06/02,3005,18
2021/06/01,2987,-4
2021/05/31,2991,-29
2021/05/28,3020,60
2021/05/27,2960,-11
2021/05/26,2971,9
2021/05/25,2962,20
2021/05/24,2942,7
2021/05/21,2935,24
2021/05/20,2911,4
2021/05/19,2907,-37
2021/05/18,2944,58
2021/05/17,2886,-25
2021/05/14,2911,66
2021/05/13,2845,-76
2021/05/12,2921,-49
2021/05/11,2970,-90
2021/05/10,3060,20
2021/05/07,3040,0
2021/05/06,3040,54
2021/04/30,2986,-24
2021/04/28,3010,10
2021/04/27,3000,-20
2021/04/26,3020,15
2021/04/23,3005,-20
2021/04/22,3025,72
2021/04/21,2953,-72
2021/04/20,3025,-55
2021/04/19,3080,-5
2021/04/16,3085,5
2021/04/15,3080,5
2021/04/14,3075,-15
2021/04/13,3090,25
2021/04/12,3065,-20
2021/04/09,3085,0
2021/04/08,3085,5
2021/04/07,3080,5
2021/04/06,3075,-40
2021/04/05,3115,20
2021/04/02,3095,45
2021/04/01,3050,20
2021/03/31,3030,-20
2021/03/30,3050,25
2021/03/29,3025,20
2021/03/26,3005,47
2021/03/25,2958,30
2021/03/24,2928,-62
2021/03/23,2990,-10
2021/03/22,3000,-65
2021/03/19,3065,-45
2021/03/18,3110,30
2021/03/17,3080,-5
2021/03/16,3085,20
2021/03/15,3065,0
2021/03/12,3065,50
2021/03/11,3015,23
2021/03/10,2992,-1
2021/03/09,2993,36
2021/03/08,2957,-25
2021/03/05,2982,2
2021/03/04,2980,-65
2021/03/03,3045,15
2021/03/02,3030,-30
2021/03/01,3060,70
2021/02/26,2990,-115
2021/02/25,3105,40
2021/02/24,3065,-40
2021/02/22,3105,15
2021/02/19,3090,-30
2021/02/18,3120,5
2021/02/17,3115,-25
2021/02/16,3140,45
2021/02/15,3095,60
2021/02/12,3035,-10
2021/02/10,3045,5
2021/02/09,3040,10
2021/02/08,3030,50
2021/02/05,2980,42
2021/02/04,2938,-26
2021/02/03,2964,29
2021/02/02,2935,26
2021/02/01,2909,49
2021/01/29,2860,-57
2021/01/28,2917,-50
2021/01/27,2967,8
2021/01/26,2959,-23
2021/01/25,2982,15
2021/01/22,2967,-10
2021/01/21,2977,22
2021/01/20,2955,-9
2021/01/19,2964,39
2021/01/18,2925,-58
2021/01/15,2983,15
2021/01/14,2968,22
2021/01/13,2946,28
2021/01/12,2918,7
2021/01/08,2911,70
2021/01/07,2841,42
2021/01/06,2799,-13
2021/01/05,2812,-12
2021/01/04,2824,-21
2020/12/30,2845,-11
2020/12/29,2856,83
2020/12/28,2773,14
2020/12/25,2759,2
2020/12/24,2757,16
2020/12/23,2741,9
2020/12/22,2732,-31
2020/12/21,2763,-6
2020/12/18,2769,-5
2020/12/17,2774,8
2020/12/16,2766,6
2020/12/15,2760,-5
2020/12/14,2765,9
2020/12/11,2756,-13
2020/12/10,2769,-1
2020/12/09,2770,32
2020/12/08,2738,-9
2020/12/07,2747,-22
2020/12/04,2769,-5
2020/12/03,2774,3
2020/12/02,2771,-1
2020/12/01,2772,35
2020/11/30,2737,-18
2020/11/27,2755,11
2020/11/26,2744,23
2020/11/25,2721,17
2020/11/24,2704,65
2020/11/20,2639,-8
2020/11/19,2647,-14
2020/11/18,2661,-29
2020/11/17,2690,9
2020/11/16,2681,58
2020/11/13,2623,-16
2020/11/12,2639,18
2020/11/11,2621,45
2020/11/10,2576,3
2020/11/09,2573,57
2020/11/06,2516,17
2020/11/05,2499,44
2020/11/04,2455,46
2020/11/02,2409,30
2020/10/30,2379,-33
2020/10/29,2412,-12
2020/10/28,2424,-7
2020/10/27,2431,1
2020/10/26,2430,-4
2020/10/23,2434,7
2020/10/22,2427,-20
2020/10/21,2447,11
2020/10/20,2436,-11
2020/10/19,2447,25
2020/10/16,2422,-10
2020/10/15,2432,-11
2020/10/14,2443,4
2020/10/13,2439,2
2020/10/12,2437,-4
2020/10/09,2441,-5
2020/10/08,2446,23
2020/10/07,2423,2
2020/10/06,2421,11
2020/10/05,2410,28
2020/10/02,2382,0
2020/10/01,-,-
2020/09/30,2397,-39
2020/09/29,2436,23
2020/09/28,2413,25
2020/09/25,2388,15
2020/09/24,2373,-28
2020/09/23,2401,2
2020/09/18,2399,3
2020/09/17,2396,-16
2020/09/16,2412,3
2020/09/15,2409,-13
2020/09/14,2422,18
2020/09/11,2404,16
2020/09/10,2388,20
2020/09/09,2368,-24
2020/09/08,2392,19
2020/09/07,2373,-11
2020/09/04,2384,-31
2020/09/03,2415,26
2020/09/02,2389,10
2020/09/01,2379,-3
2020/08/31,2382,30
2020/08/28,2352,-33
2020/08/27,2385,-8
2020/08/26,2393,-2
2020/08/25,2395,32
2020/08/24,2363,3
2020/08/21,2360,8
2020/08/20,2352,-25
2020/08/19,2377,8
2020/08/18,2369,-8
2020/08/17,2377,-15
2020/08/14,2392,0
2020/08/13,2392,42
2020/08/12,2350,13
2020/08/11,2337,44
2020/08/07,2293,-9
2020/08/06,2302,-40
2020/08/05,2342,2
2020/08/04,2340,40
2020/08/03,2300,48
2020/07/31,2252,-67
2020/07/30,2319,-3
2020/07/29,2322,-28
2020/07/28,2350,-4
2020/07/27,2354,-9
2020/07/22,2363,-12
2020/07/21,2375,20
2020/07/20,2355,2
2020/07/17,2353,-10
2020/07/16,2363,-16
2020/07/15,2379,38
2020/07/14,2341,-20
2020/07/13,2361,48
2020/07/10,2313,-28
2020/07/09,2341,12
2020/07/08,2329,-16
2020/07/07,2345,-8
2020/07/06,2353,40
2020/07/03,2313,16
2020/07/02,2297,5
2020/07/01,2292,-17
2020/06/30,2309,28
2020/06/29,2281,-52
2020/06/26,2333,28
2020/06/25,2305,-29
2020/06/24,2334,-1
2020/06/23,2335,11
2020/06/22,2324,-3
2020/06/19,2327,10
2020/06/18,2317,-10
2020/06/17,2327,-9
2020/06/16,2336,105
2020/06/15,2231,-77
2020/06/12,2308,-19
2020/06/11,2327,-66
2020/06/10,2393,0
2020/06/09,2393,-6
2020/06/08,2399,34
2020/06/05,2365,16
2020/06/04,2349,4
2020/06/03,2345,32
2020/06/02,2313,30
2020/06/01,2283,20
2020/05/29,2263,-7
2020/05/28,2270,48
2020/05/27,2222,19
2020/05/26,2203,56
2020/05/25,2147,36
2020/05/22,2111,-18
2020/05/21,2129,-4
2020/05/20,2133,14
2020/05/19,2119,33
2020/05/18,2086,12
2020/05/15,2074,13
2020/05/14,2061,-37
2020/05/13,2098,-14
2020/05/12,2112,0
2020/05/11,2112,24
2020/05/08,2088,52
2020/05/07,2036,2
2020/05/01,2034,-59
2020/04/30,2093,46
2020/04/28,2047,-1
2020/04/27,2048,53
2020/04/24,1995,-15
2020/04/23,2010,29
2020/04/22,1981,-15
2020/04/21,1996,-40
2020/04/20,2036,-22
2020/04/17,2058,58
2020/04/16,2000,-25
2020/04/15,2025,-7
2020/04/14,2032,62
2020/04/13,1970,-46
2020/04/10,2016,16
2020/04/09,2000,-6
2020/04/08,2006,43
2020/04/07,1963,39
2020/04/06,1924,78
2020/04/03,1846,1
2020/04/02,1845,-28
2020/04/01,1873,-82
2020/03/31,1955,-15
2020/03/30,1970,8
2020/03/27,1962,44
2020/03/26,1918,-85
2020/03/25,2003,147
2020/03/24,1856,129
2020/03/23,1727,27
2020/03/19,1700,-15
2020/03/18,1715,-24
2020/03/17,1739,7
2020/03/16,1732,-57
2020/03/13,1789,-117
2020/03/12,1906,-85
2020/03/11,1991,-47
2020/03/10,2038,20
2020/03/09,2018,-112
2020/03/06,2130,-61
2020/03/05,2191,25
2020/03/04,2166,0
2020/03/03,2166,-28
2020/03/02,2194,32
2020/02/28,2162,-94
2020/02/27,2256,-47
2020/02/26,2303,-18
2020/02/25,2321,-79
2020/02/21,2400,-9
2020/02/20,2409,9
2020/02/19,2400,21
2020/02/18,2379,-34
2020/02/17,2413,-15
2020/02/14,2428,-15
2020/02/13,2443,-4
2020/02/12,2447,17
2020/02/10,2430,-14
2020/02/07,2444,-6
2020/02/06,2450,36
2020/02/05,2414,28
2020/02/04,2386,12
2020/02/03,2374,-23
2020/01/31,2397,24
2020/01/30,2373,-43
2020/01/29,2416,16
2020/01/28,2400,-11
2020/01/27,2411,-51
2020/01/24,2462,3
2020/01/23,2459,-26
2020/01/22,2485,20
2020/01/21,2465,-25
2020/01/20,2490,5
2020/01/17,2485,8
2020/01/16,2477,5
2020/01/15,2472,-12
2020/01/14,2484,19
2020/01/10,2465,5
2020/01/09,2460,62
2020/01/08,2398,-38
2020/01/07,2436,38
2020/01/06,2398,-52
2019/12/30,2450,-16
2019/12/27,2466,0
2019/12/26,2466,8
2019/12/25,2458,-1
2019/12/24,2459,1
2019/12/23,2458,-1
2019/12/20,2459,-6
2019/12/19,2465,-7
2019/12/18,2472,-12
2019/12/17,2484,9
2019/12/16,2475,-7
2019/12/13,2482,64
2019/12/12,2418,5
2019/12/11,2413,-4
2019/12/10,2417,-2
2019/12/09,2419,7
2019/12/06,2412,5
2019/12/05,2407,20
2019/12/04,2387,-27
2019/12/03,2414,-15
2019/12/02,2429,22
2019/11/29,2407,-10
2019/11/28,2417,-5
2019/11/27,2422,9
2019/11/26,2413,9
2019/11/25,2404,18
2019/11/22,2386,7
2019/11/21,2379,-9
2019/11/20,2388,-19
2019/11/19,2407,-10
2019/11/18,2417,10
2019/11/15,2407,15
2019/11/14,2392,-16
2019/11/13,2408,-21
2019/11/12,2429,19
2019/11/11,2410,-5
2019/11/08,2415,8
2019/11/07,2407,1
2019/11/06,2406,1
2019/11/05,2405,46
2019/11/01,2359,-8
2019/10/31,2367,9
2019/10/30,2358,-13
2019/10/29,2371,11
2019/10/28,2360,6
2019/10/25,2354,4
2019/10/24,2350,10
2019/10/23,2340,11
2019/10/21,2329,5
2019/10/18,2324,5
2019/10/17,2319,1
2019/10/16,2318,25
2019/10/15,2293,45
2019/10/11,2248,23
2019/10/10,2225,9
2019/10/09,2216,-15
2019/10/08,2231,24
2019/10/07,2207,-3
2019/10/04,2210,6
2019/10/03,2204,-43
2019/10/02,2247,-14
2019/10/01,2261,18
2019/09/30,2243,-13
2019/09/27,2256,-1
2019/09/26,2257,0
2019/09/25,2257,-9
2019/09/24,2266,6
2019/09/20,2260,-2
2019/09/19,2262,11
2019/09/18,2251,-5
2019/09/17,2256,1
2019/09/13,2255,23
2019/09/12,2232,20
2019/09/11,2212,20
2019/09/10,2192,8
2019/09/09,2184,14
2019/09/06,2170,6
2019/09/05,2164,45
2019/09/04,2119,5
2019/09/03,2114,0
2019/09/02,2114,-10
2019/08/30,2124,27
2019/08/29,2097,-1
2019/08/28,2098,4
2019/08/27,2094,16
2019/08/26,2078,-44
2019/08/23,2122,8
2019/08/22,2114,1
2019/08/21,2113,-4
2019/08/20,2117,10
2019/08/19,2107,14
2019/08/16,2093,5
2019/08/15,2088,-26
2019/08/14,2114,20
2019/08/13,2094,-25
2019/08/09,2119,8
2019/08/08,2111,-16
2019/08/07,2127,-8
2019/08/06,2135,-18
2019/08/05,2153,-32
2019/08/02,2185,-45
2019/08/01,2230,-2
2019/07/31,2232,-19
2019/07/30,2251,12
2019/07/29,2239,-6
2019/07/26,2245,-14
2019/07/25,2259,9
2019/07/24,2250,6
2019/07/23,2244,26
2019/07/22,2218,-9
2019/07/19,2227,45
2019/07/18,2182,-46
2019/07/17,2228,-7
2019/07/16,2235,-13
2019/07/12,2248,2
2019/07/11,2246,8
2019/07/10,2238,2
2019/07/09,2236,3
2019/07/08,2233,-19
2019/07/05,2252,3
2019/07/04,2249,8
2019/07/03,2241,-12
2019/07/02,2253,-1
2019/07/01,2254,51
2019/06/28,2203,-7
2019/06/27,2210,23
2019/06/26,2187,-6
2019/06/25,2193,-11
2019/06/24,2204,2
2019/06/21,2202,-20
2019/06/20,2222,11
2019/06/19,2211,39
2019/06/18,2172,-17
2019/06/17,2189,3
2019/06/14,2186,9
2019/06/13,2177,-14
2019/06/12,2191,-6
2019/06/11,2197,9
2019/06/10,2188,24
2019/06/07,2164,12
2019/06/06,2152,0
2019/06/05,2152,41
2019/06/04,2111,1
2019/06/03,2110,-23
2019/05/31,2133,-34
2019/05/30,2167,-7
2019/05/29,2174,-28
2019/05/28,2202,8
2019/05/27,2194,9
2019/05/24,2185,-5
2019/05/23,2190,-16
2019/05/22,2206,4
2019/05/21,2202,-7
2019/05/20,2209,8
2019/05/17,2201,19
2019/05/16,2182,-11
2019/05/15,2193,0
2019/05/14,2193,-1
2019/05/13,2194,-19
2019/05/10,2213,-6
2019/05/09,2219,-16
2019/05/08,2235,-36
2019/05/07,2271,-34
2019/04/26,2305,-5
2019/04/25,2310,13
2019/04/24,2297,-8
2019/04/23,2305,3
2019/04/22,2302,5
2019/04/19,2297,12
2019/04/18,2285,-21
2019/04/17,2306,5
2019/04/16,2301,7
2019/04/15,2294,32
2019/04/12,2262,15
2019/04/11,2247,2
2019/04/10,2245,-10
2019/04/09,2255,2
2019/04/08,2253,-3
2019/04/05,2256,8
2019/04/04,2248,4
2019/04/03,2244,19
2019/04/02,2225,-1
2019/04/01,2226,32
2019/03/29,2194,18
2019/03/28,2176,-35
2019/03/27,2211,12
2019/03/26,2199,43
2019/03/25,2156,-58
2019/03/22,2214,-4
2019/03/20,2218,4
2019/03/19,2214,-2
2019/03/18,2216,12
2019/03/15,2204,16
2019/03/14,2188,2
2019/03/13,2186,-23
2019/03/12,2209,40
2019/03/11,2169,10
2019/03/08,2159,-43
2019/03/07,2202,-17
2019/03/06,2219,-15
2019/03/05,2234,-8
2019/03/04,2242,23
2019/03/01,2219,24
2019/02/28,2195,-21
2019/02/27,2216,15
2019/02/26,2201,-9
2019/02/25,2210,9
2019/02/22,2201,-2
2019/02/21,2203,5
2019/02/20,2198,9
2019/02/19,2189,5
2019/02/18,2184,39
2019/02/15,2145,-24
2019/02/14,2169,-3
2019/02/13,2172,31
2019/02/12,2141,53
2019/02/08,2088,-50
2019/02/07,2138,-5
2019/02/06,2143,-7
2019/02/05,2150,-8
2019/02/04,2158,9
2019/02/01,2149,-1
2019/01/31,2150,23
2019/01/30,2127,-8
2019/01/29,2135,1
2019/01/28,2134,-15
2019/01/25,2149,20
2019/01/24,2129,-1
2019/01/23,2130,-1
2019/01/22,2131,-12
2019/01/21,2143,5
2019/01/18,2138,29
2019/01/17,2109,-5
2019/01/16,2114,-9
2019/01/15,2123,18
2019/01/11,2105,19
2019/01/10,2086,-25
2019/01/09,2111,19
2019/01/08,2092,20
2019/01/07,2072,53
2019/01/04,2019,-48
2018/12/28,2067,-8
2018/12/27,2075,77
2018/12/26,1998,23
2018/12/25,1975,-107
2018/12/21,2082,-23
2018/12/20,2105,-62
2018/12/19,2167,-15
2018/12/18,2182,-38
2018/12/17,2220,13
2018/12/14,2207,-43
2018/12/13,2250,18
2018/12/12,2232,48
2018/12/11,2184,-6
2018/12/10,2190,-48
2018/12/07,2238,19
2018/12/06,2219,-43
2018/12/05,2262,-13
2018/12/04,2275,-55
2018/12/03,2330,22
2018/11/30,2308,12
2018/11/29,2296,5
2018/11/28,2291,22
2018/11/27,2269,17
2018/11/26,2252,15
2018/11/22,2237,16
2018/11/21,2221,-7
2018/11/20,2228,-24
2018/11/19,2252,14
2018/11/16,2238,-11
2018/11/15,2249,-6
2018/11/14,2255,3
2018/11/13,2252,-47
2018/11/12,2299,2
2018/11/09,2297,-22
2018/11/08,2319,39
2018/11/07,2280,-5
2018/11/06,2285,23
2018/11/05,2262,-33
2018/11/02,2295,58
2018/11/01,2237,-24
2018/10/31,2261,47
2018/10/30,2214,32
2018/10/29,2182,-5
2018/10/26,2187,-8
2018/10/25,2195,-87
2018/10/24,2282,10
2018/10/23,2272,-62
2018/10/22,2334,10
2018/10/19,2324,-13
2018/10/18,2337,-19
2018/10/17,2356,30
2018/10/16,2326,27
2018/10/15,2299,-44
2018/10/12,2343,10
2018/10/11,2333,-94
2018/10/10,2427,5
2018/10/09,2422,-33
2018/10/05,2455,-16
2018/10/04,2471,-14
2018/10/03,2485,-20
2018/10/02,2505,2
2018/10/01,2503,13
2018/09/28,2490,35
2018/09/27,2455,-22
2018/09/26,2477,24
2018/09/25,2453,6
2018/09/21,2447,20
2018/09/20,2427,-1
2018/09/19,2428,27
2018/09/18,2401,33
2018/09/14,2368,28
2018/09/13,2340,22
2018/09/12,2318,-6
2018/09/11,2324,30
2018/09/10,2294,6
2018/09/07,2288,-18
2018/09/06,2306,-11
2018/09/05,2317,-9
2018/09/04,2326,-2
2018/09/03,2328,-16
2018/08/31,2344,-1
2018/08/30,2345,0
2018/08/29,2345,6
2018/08/28,2339,3
2018/08/27,2336,22
2018/08/24,2314,19
2018/08/23,2295,6
2018/08/22,2289,10
2018/08/21,2279,7
2018/08/20,2272,-12
2018/08/17,2284,8
2018/08/16,2276,0
2018/08/15,2276,-14
2018/08/14,2290,47
2018/08/13,2243,-43
2018/08/10,2286,-30
2018/08/09,2316,-4
2018/08/08,2320,-1
2018/08/07,2321,-5
2018/08/06,2326,0
2018/08/03,2326,2
2018/08/02,2324,-26
2018/08/01,2350,19
2018/07/31,2331,3
2018/07/30,2328,-15
2018/07/27,2343,11
2018/07/26,2332,-2
2018/07/25,2334,8
2018/07/24,2326,15
2018/07/23,2311,-34
2018/07/20,2345,-6
2018/07/19,2351,-11
2018/07/18,2362,16
2018/07/17,2346,11
2018/07/13,2335,43
2018/07/12,2292,25
2018/07/11,2267,-34
2018/07/10,2301,24
2018/07/09,2277,19
2018/07/06,2258,29
2018/07/05,2229,-15
2018/07/04,2244,-8
2018/07/03,2252,-2
2018/07/02,2254,-51
2018/06/29,2305,5
2018/06/28,2300,2
2018/06/27,2298,-7
2018/06/26,2305,-1
2018/06/25,2306,-19
2018/06/22,2325,-16
2018/06/21,2341,13
2018/06/20,2328,28
2018/06/19,2300,-41
2018/06/18,2341,-16
2018/06/15,2357,10
2018/06/14,2347,-21
2018/06/13,2368,8
2018/06/12,2360,7
2018/06/11,2353,11
2018/06/08,2342,-14
2018/06/07,2356,21
2018/06/06,2335,11
2018/06/05,2324,6
2018/06/04,2318,32
2018/06/01,2286,-5
2018/05/31,2291,18
2018/05/30,2273,-33
2018/05/29,2306,-14
2018/05/28,2320,3
2018/05/25,2317,2
2018/05/24,2315,-29
2018/05/23,2344,-26
2018/05/22,2370,-4
2018/05/21,2374,9
2018/05/18,2365,9
2018/05/17,2356,10
2018/05/16,2346,-9
2018/05/15,2355,-4
2018/05/14,2359,10
2018/05/11,2349,29
2018/05/10,2320,7
2018/05/09,2313,-10
2018/05/08,2323,4
2018/05/07,2319,0
2018/05/02,2319,-3
2018/05/01,2322,3
2018/04/27,2319,15
2018/04/26,2304,12
2018/04/25,2292,-6
2018/04/24,2298,19
2018/04/23,2279,-7
2018/04/20,2286,-5
2018/04/19,2291,6
2018/04/18,2285,30
2018/04/17,2255,0
2018/04/16,2255,9
2018/04/13,2246,12
2018/04/12,2234,-1
2018/04/11,2235,-13
2018/04/10,2248,12
2018/04/09,2236,12
2018/04/06,2224,-11
2018/04/05,2235,36
2018/04/04,2199,5
2018/04/03,2194,-14
2018/04/02,2208,-2
2018/03/30,2210,29
2018/03/29,2181,13
2018/03/28,2168,-13
2018/03/27,2181,57
2018/03/26,2124,15
2018/03/23,2109,-102
2018/03/22,2211,22
2018/03/20,2189,-9
2018/03/19,2198,-23
2018/03/16,2221,-13
2018/03/15,2234,5
2018/03/14,2229,-22
2018/03/13,2251,15
2018/03/12,2236,37
2018/03/09,2199,12
2018/03/08,2187,12
2018/03/07,2175,-19
2018/03/06,2194,36
2018/03/05,2158,-12
2018/03/02,2170,-55
2018/03/01,2225,-36
2018/02/28,2261,-31
2018/02/27,2292,22
2018/02/26,2270,30
2018/02/23,2240,17
2018/02/22,2223,-26
2018/02/21,2249,7
2018/02/20,2242,-23
2018/02/19,2265,41
2018/02/16,2224,28
2018/02/15,2196,30
2018/02/14,2166,-8
2018/02/13,2174,-15
2018/02/09,2189,-52
2018/02/08,2241,24
2018/02/07,2217,-13
2018/02/06,2230,-110
2018/02/05,2340,-59
2018/02/02,2399,-22
2018/02/01,2421,39
2018/01/31,2382,-18
2018/01/30,2400,-34
2018/01/29,2434,-1
2018/01/26,2435,-6
2018/01/25,2441,-30
2018/01/24,2471,-16
2018/01/23,2487,35
2018/01/22,2452,-3
2018/01/19,2455,5
2018/01/18,2450,-11
2018/01/17,2461,-8
2018/01/16,2469,24
2018/01/15,2445,8
2018/01/12,2437,-5
2018/01/11,2442,-7
2018/01/10,2449,-8
2018/01/09,2457,11
2018/01/05,2446,22
2018/01/04,2424,77
2017/12/29,2347,-3
2017/12/28,2350,-11
2017/12/27,2361,5
2017/12/26,2356,-5
2017/12/25,2361,4
2017/12/22,2357,4
2017/12/21,2353,-7
2017/12/20,2360,3
2017/12/19,2357,-2
2017/12/18,2359,36
2017/12/15,2323,-14
2017/12/14,2337,-10
2017/12/13,2347,-10
2017/12/12,2357,-5
2017/12/11,2362,13
2017/12/08,2349,31
2017/12/07,2318,34
2017/12/06,2284,-47
2017/12/05,2331,-7
2017/12/04,2338,-12
2017/12/01,2350,9
2017/11/30,2341,14
2017/11/29,2327,10
2017/11/28,2317,0
2017/11/27,2317,-7
2017/11/24,2324,5
2017/11/22,2319,11
2017/11/21,2308,13
2017/11/20,2295,-11
2017/11/17,2306,3
2017/11/16,2303,35
2017/11/15,2268,-36
2017/11/14,2304,-1
2017/11/13,2305,-32
2017/11/10,2337,-21
2017/11/09,2358,-3
2017/11/08,2361,-1
2017/11/07,2362,39
2017/11/06,2323,2
2017/11/02,2321,11
2017/11/01,2310,40
2017/10/31,2270,5
2017/10/30,2265,-1
2017/10/27,2266,28
2017/10/26,2238,3
2017/10/25,2235,-9
2017/10/24,2244,9
2017/10/23,2235,26
2017/10/20,2209,2
2017/10/19,2207,8
2017/10/18,2199,3
2017/10/17,2196,6
2017/10/16,2190,11
2017/10/13,2179,22
2017/10/12,2157,8
2017/10/11,2149,5
2017/10/10,2144,14
2017/10/06,2130,8
2017/10/05,2122,-2
2017/10/04,2124,2
2017/10/03,2122,21
2017/10/02,2101,6
2017/09/29,2095,-3
2017/09/28,2098,9
2017/09/27,2089,11
2017/09/26,2078,-9
2017/09/25,2087,9
2017/09/22,2078,-6
2017/09/21,2084,6
2017/09/20,2078,2
2017/09/19,2076,38
2017/09/15,2038,11
2017/09/14,2027,-6
2017/09/13,2033,11
2017/09/12,2022,23
2017/09/11,1999,28
2017/09/08,1971,-14
2017/09/07,1985,6
2017/09/06,1979,-4
2017/09/05,1983,-13
2017/09/04,1996,-21
2017/09/01,2017,7
2017/08/31,2010,14
2017/08/30,1996,15
2017/08/29,1981,-8
2017/08/28,1989,-1
2017/08/25,1990,11
2017/08/24,1979,-11
2017/08/23,1990,5
2017/08/22,1985,0
2017/08/21,1985,-8
2017/08/18,1993,-22
2017/08/17,2015,-4
2017/08/16,2019,-2
2017/08/15,2021,23
2017/08/14,1998,-19
2017/08/10,2017,-3
2017/08/09,2020,-24
2017/08/08,2044,-9
2017/08/07,2053,-7
2017/08/04,2060,-7
2017/08/03,2067,-5
2017/08/02,2072,9
2017/08/01,2063,6
2017/07/31,2057,-3
2017/07/28,2060,-10
2017/07/27,2070,0
2017/07/26,2070,9
2017/07/25,2061,0
2017/07/24,2061,-14
2017/07/21,2075,-5
2017/07/20,2080,13
2017/07/19,2067,4
2017/07/18,2063,-15
2017/07/14,2078,3
2017/07/13,2075,0
2017/07/12,2075,-10
2017/07/11,2085,13
2017/07/10,2072,14
2017/07/07,2058,-6
2017/07/06,2064,-9
2017/07/05,2073,5
